_id,School Name,Enrolled population,DTP coverage rate (%),DTP Religious exemption rate (%),MMR coverage rate (%),MMR Religious exemption rate (%),Lat,Lng
1,A Y Jackson S.S.,1027,89,1.1,96.5,1.1,43.8052613,-79.36655529
2,Academie Alexandre-Dumas,129,86.8,1.6,89.1,1.6,43.76241881,-79.17976522
3,Adam Beck Jr P.S.,309,96.1,3.6,95.8,3.6,43.6831518,-79.28848789
4,Africentric Alternative School,77,71.4,20.8,72.7,20.8,43.74542436,-79.48826066
5,Agincourt C.I.,1241,87.3,1,98.1,1,43.78887384,-79.27890996
6,Agincourt Jr P.S.,141,99.3,0,98.6,0,43.788405590000004,-79.28117156
7,Agnes MacPhail P.S.,207,94.7,0,96.6,0,43.81926898,-79.27855339
8,Albert Campbell C.I.,1072,88.2,0.4,96.8,0.4,43.80901422,-79.27340657
9,Albion Heights JMS,294,93.9,0.7,97.3,1,43.73138826,-79.5943155
10,Alexander Muir/Gladstone Ave Jr & Sr P.S.,324,90.7,1.9,94.4,1.9,43.64602125,-79.42884725
11,Alexander Stirling P.S.,261,92.7,0.8,93.5,0.8,43.81165633,-79.20760594
12,Alexmuir Jr P.S.,226,96.9,0.4,98.2,0.4,43.80910932,-79.28561349
13,All Saints C.S.,643,87.4,3.3,91,3.3,43.68561792,-79.52716293
14,Allenby Jr P.S.,524,95.8,2.5,96.6,2.5,43.70943564,-79.41278773
15,Alpha Alternative Jr School,49,75.5,22.4,77.6,22.4,43.64572203,-79.39822258
16,Alpha II Alternative School,19,52.6,15.8,68.4,15.8,43.65955743,-79.43628284
17,Alternative Scarborough Education 1,15,86.7,0,100,0,43.76664525,-79.25479628
18,Alvin Curling P.S.,383,94.5,1.8,95.8,1.8,43.80849215,-79.1906336
19,Amesbury Middle School,268,92.2,1.1,95.9,1.1,43.70869774,-79.49401438
20,Ancaster P.S.,57,89.5,0,91.2,0,43.73286617,-79.46699263
21,Annette Street Jr & Sr P.S.,384,92.2,2.3,95.3,2.3,43.66142319,-79.47283128
22,Annunciation C.S.,253,87,2,89.7,2,43.75335089,-79.32126782
23,Anson Park P.S.,162,92.6,0.6,93.2,0.6,43.72620958,-79.2412876
24,Anson S Taylor Jr P.S.,122,100,0,100,0,43.80429198,-79.26156134
25,Arbor Glen P.S.,185,97.3,1.1,96.2,1.1,43.809486389999996,-79.35570944
26,Armour Heights P.S.,179,95.5,2.8,95,2.8,43.74091004,-79.41952228
27,Avondale Alternative Elementary,94,90.4,6.4,92.6,6.4,43.76021084,-79.40015609
28,Avondale P.S.,221,93.7,1.4,91.4,1.4,43.77649346,-79.38518674
29,Avondale Secondary Alternative,37,73,2.7,89.2,2.7,43.78630651,-79.41184315
30,Bala Avenue Community School,129,97.7,0,97.7,0,43.68946222,-79.49901227
31,Balmy Beach Community School,252,96,2.8,96.8,2.8,43.67643592,-79.28982694
32,Banting and Best P.S.,218,96.8,0,97.2,0,43.82666428,-79.28015052
33,Baycrest P.S.,81,87.7,8.6,85.2,8.6,43.72660578,-79.44425151
34,Bayview Middle School,443,94.6,0.5,95,0.5,43.77649346,-79.38518674
35,Beaches Alternative Jr,44,79.5,18.2,81.8,18.2,43.68261997,-79.29912788
36,Beaumonde Heights JMS,430,95.6,0.7,95.6,0.7,43.74295714,-79.57553054
37,Bedford Park P.S.,534,95.5,2.2,97,2.2,43.7278547,-79.40002762
38,Bellmere Jr P.S.,237,96.2,1.3,95.4,1.3,43.77196929,-79.23514688
39,Ben Heppner Vocal Music Academy,45,84.4,11.1,82.2,11.1,43.77515588,-79.21506873
40,Bendale Business & Technical Institute,285,84.2,2.8,96.5,2.8,43.75533976,-79.26474309
41,Bendale Jr P.S.,238,99.2,0,98.3,0,43.76256712,-79.24488026
42,Bennington Heights Elementary,129,99.2,0.8,98.4,0.8,43.69388246,-79.36955263
43,Berner Trail Jr P.S.,158,98.1,0,96.8,0,43.80156209,-79.22135257
44,Bessborough Dr. EMS,419,91.9,2.1,96.4,2.1,43.70721474,-79.370135200000007
45,Beverley Heights Middle School,434,85.5,1.6,91.7,1.6,43.7330246,-79.50477172
46,Beverley School,64,84.4,4.7,87.5,4.7,43.65576524,-79.3957051
47,Beverly Glen Jr P.S.,284,97.9,1.4,98.6,1.4,43.7986531,-79.32306763
48,Birch Cliff Heights P.S.,188,96.3,0.5,97.9,0.5,43.70174139,-79.25981662
49,Birch Cliff P.S.,270,92.6,2.2,95.9,2.2,43.69198872,-79.26556862
50,Birchmount Park C.I.,833,85.1,0.8,96.2,0.8,43.69775303,-79.25945453
51,Bishop Allen Academy Catholic S.S.,1540,85.1,2.3,93.6,2.2,43.63442792,-79.50446469
52,Bishop Marrocco/Thomas Merton Catholic S.S.,686,81,0.7,91.3,0.7,43.65585783,-79.45180771
53,Blacksmith P.S.,93,92.5,1.1,95.7,1.1,43.77116396,-79.52681069
54,Blake Street Jr P.S.,200,96,2.5,96.5,2.5,43.67180637,-79.33847625
55,Blantyre P.S.,194,93.8,3.6,93.8,3.6,43.68510008,-79.28386465
56,Blaydon P.S.,99,93.9,1,92.9,1,43.73535722,-79.48625614
57,Blessed Cardinal Newman C.S.,973,84.8,1,96.1,0.9,43.71492227,-79.24006423
58,Blessed Margherita of Citta Castello C.S.,241,90,0.4,93.8,0.4,43.74367247,-79.50791404
59,Blessed Pier Giorgio Frassati C.S.,224,90.2,1.3,91.1,1.3,43.8298752,-79.23273752
60,Blessed Pope Paul Vi C.S.,228,87.7,0,90.4,0,43.6740129,-79.45779303
61,Blessed Sacrament C.S.,400,89.3,2.8,91,2.8,43.72748161,-79.40399752
62,Blessed Trinity C.S.,158,89.2,1.9,90.5,1.9,43.78689754,-79.3918262
63,Bliss Carman Senior P.S.,281,85.8,1.8,93.6,1.8,43.73264896,-79.22560188
64,Bloor C.I.,834,87.4,2,96.6,2,43.65955743,-79.43628284
65,Bloordale Middle School,368,89.4,3.5,95.7,3.5,43.63914565,-79.57194653
66,Bloorlea Middle School,286,92.3,2.4,95.5,2.4,43.63752088,-79.55530155
67,Blythwood Jr P.S.,269,97,2.6,96.7,2.2,43.7199315,-79.38950571
68,Bowmore Road Jr & Sr P.S.,705,92.2,3.1,95.7,3,43.67606366,-79.31449172
69,Boys' Leadership Academy,47,89.4,2.1,93.6,2.1,43.7222273,-79.55211379
70,Braeburn Jr School,93,95.7,1.1,92.5,1.1,43.72802983,-79.54886381
71,Brebeuf College School,852,81.6,1.1,90.6,1.1,43.80151617,-79.40303816
72,Brian P.S.,206,93.7,2.4,93.7,2.4,43.78171952,-79.3318066
73,Briarcrest Jr School,189,95.8,3.2,95.8,2.6,43.66646577,-79.58007528
74,Bridlewood Jr P.S.,147,93.2,2,91.8,2,43.78079627,-79.31509539
75,Brimwood Boulevard Jr P.S.,234,97.9,0.4,98.7,0.4,43.81169988,-79.27408966
76,Broadacres Jr P.S.,236,94.9,3.4,95.8,3.4,43.64806672,-79.57202073
77,Broadlands P.S.,341,94.1,5.3,93.5,5.3,43.74590267,-79.3166278
78,Brock P.S.,204,90.7,2.9,93.6,2.9,43.65304969,-79.43784413
79,Brookhaven P.S.,216,97.2,0.9,97.7,0.9,43.7025063,-79.4956944
80,Brookmill Boulevard Jr P.S.,152,100,0,98,0,43.80122038,-79.314868
81,Brookside P.S.,532,94.2,0.2,97.6,0.2,43.83057174,-79.23360752
82,Brookview Middle School,421,88.1,0.5,93.1,0.5,43.76745724,-79.51724666
83,Brown Jr P.S.,362,92.8,2.2,94.2,2.2,43.68491292,-79.40131227
84,Bruce Jr P.S.,138,95.7,1.4,97.1,1.4,43.66103582,-79.33333606
85,Buchanan P.S.,226,92.9,2.7,94.2,2.7,43.75152561,-79.29989207
86,Burrows Hall Jr P.S.,138,96.4,0.7,98.6,0.7,43.79269796,-79.22881801
87,C D Farquharson Jr P.S.,225,97.3,0,99.1,0,43.78446716,-79.26610554
88,C R Marchant Middle School,419,92.1,2.4,92.6,2.4,43.70172148,-79.5129334
89,C W Jefferys C.I.,738,85.6,1.5,93.6,1.5,43.75767646,-79.50009059
90,Calico P.S.,162,85.8,3.1,89.5,3.1,43.73790618,-79.50359204
91,Cameron P.S.,177,97.2,2.3,96,2.3,43.7543607,-79.42125155
92,Canadian Martyrs C.S.,243,88.1,0.4,87.7,0.4,43.69819992,-79.31933864
93,Cardinal Carter Academy for The Arts,780,83.2,2.7,96.3,2.8,43.76409501,-79.40976158
94,Cardinal Leger C.S.,224,91.1,0.4,93.8,0.4,43.7930958,-79.17570791
95,Carleton Village Jr and Sr P.S.,227,94.3,2.6,93,2.6,43.67235281,-79.4600288
96,Cassandra P.S.,166,97.6,1.8,97.6,1.8,43.74842501,-79.32890148
97,Cedar Drive Jr P.S.,419,96.4,0.7,95.5,0.7,43.74585281,-79.21505094
98,Cedarbrae C.I.,1019,85,1.2,94.9,1.1,43.7563409,-79.22592486
99,Cedarbrook P.S.,391,95.4,2,96.2,2,43.74729339,-79.23019275
100,Cedarvale Community School,293,95.2,2.7,94.9,2.7,43.69613028,-79.43032756
101,Centennial Road Jr P.S.,161,97.5,2.5,96.9,2.5,43.78696228,-79.15002381
102,Central Etobicoke High School,80,73.8,8.8,88.8,8.8,43.67901856,-79.55548893
103,Central Technical School,724,82.5,3.2,92.3,2.9,43.66270411,-79.40980856
104,Central Toronto Academy,503,78.5,4,88.5,4,43.65797846,-79.42199861
105,Chalkfarm P.S.,139,89.9,1.4,90.6,1.4,43.72710643,-79.51439274
106,Chaminade College School,913,89.6,1,97.8,1,43.71009096,-79.49605946
107,Charles E Webster P.S.,311,95.8,1,96.8,1,43.69343444,-79.47509952
108,Charles G Fraser Jr P.S.,138,92.8,2.2,94.9,2.2,43.64853008,-79.40948363
109,Charles Gordon Senior P.S.,328,87.8,2.1,94.5,2.1,43.7464559,-79.2609587
110,Charles H Best Middle School,347,86.7,1.7,89.3,1.7,43.76744525,-79.45863024
111,Charlottetown Jr P.S.,260,95,4.6,95,4.6,43.78207023,-79.14220896
112,Chartland Jr P.S.,117,98.3,0.9,95.7,0.9,43.79961824,-79.2779223
113,Cherokee P.S.,112,93.8,3.6,94.6,3.6,43.79876275,-79.33861474
114,Chester Elementary School,277,96.8,1.8,96.8,1.8,43.68760238,-79.35170998
115,Chester Le Jr P.S.,87,87.4,5.7,88.5,5.7,43.79858771,-79.33109534
116,Chief Dan George P.S.,231,94.4,0.9,96.5,0.9,43.80272231,-79.16383466
117,Chine Drive P.S.,106,93.4,4.7,92.5,4.7,43.70998259,-79.24179689
118,Church Street Jr P.S.,188,90.4,1.1,90.4,1.1,43.66360843,-79.37917817
119,Churchill Heights P.S.,306,97.1,1,98,1,43.77298911,-79.22439265
120,Churchill P.S.,234,96.2,2.1,94.9,2.1,43.7707536,-79.42703616
121,City School,81,79,11.1,87.7,11.1,43.63574882,-79.39718759
122,City View Alternative Sr,54,77.8,20.4,79.6,20.4,43.64852424,-79.43672217
123,Claireville Jr School,144,97.2,1.4,94.4,1.4,43.7478422,-79.59822775
124,Clairlea P.S.,415,92.5,2.9,95.2,2.9,43.71658998,-79.29618668
125,Claude Watson School for The Arts,300,94.3,3,96.7,3,43.7653996,-79.40921782
126,Cliffside P.S.,142,97.2,1.4,95.8,1.4,43.70488211,-79.25053604
127,Cliffwood P.S.,198,97,1,96.5,1,43.80629209,-79.3600686
128,Clinton Street Jr P.S.,273,95.6,2.9,96,2.6,43.65764607,-79.41405757
129,College Francais elementaire,118,70.3,3.4,79.7,3.4,43.66248824,-79.37790696
130,Greenland P.S.,81,96.3,2.5,95.1,2.5,43.73360704,-79.33853293
131,College Francais Secondaire,154,77.9,4.5,87,4.5,43.66248824,-79.37790696
132,Contact Alternative School,35,68.6,5.7,94.3,5.7,43.65376573,-79.3903939
133,Cordella Jr P.S.,77,94.8,2.6,93.5,2.6,43.67907009,-79.48758544
134,Cornell Jr P.S.,464,96.3,0.2,95.9,0.2,43.75939258,-79.21803822
135,Corvette Jr P.S.,349,94.6,0.9,95.4,0.9,43.72648511,-79.26215973
136,Cosburn Middle School,641,91.6,1.9,96.7,1.9,43.69375152,-79.33092844
137,Cottingham Jr P.S.,100,96,3,96,3,43.68037944,-79.39560901
138,Courcelette P.S.,215,91.2,6.5,93,6.5,43.67931883,-79.27856592
139,Crescent Town Elementary,258,93.4,1.2,95,1.2,43.69683675,-79.29246651
140,Cresthaven P.S.,167,95.2,3.6,95.2,3.6,43.79756474,-79.36435747
141,Crestview P.S.,177,98.3,0,96.6,0,43.78843218,-79.3598466
142,Cummer Valley Middle School,418,97.4,0.2,94.5,0.2,43.78876462,-79.40095036
143,D A Morrison Middle School,426,92.5,2.1,95.1,2.3,43.69539646,-79.31169244
144,Da Vinci School,47,57.4,36.2,59.6,36.2,43.65895304,-79.40190985
145,Dallington P.S.,273,96.3,1.8,97.1,1.8,43.77712813,-79.35475535
146,Danforth C. I. and Technical School,945,86.8,2.2,96.4,2.2,43.68283873,-79.33408956
147,Danforth Gardens P.S.,356,93.3,0.8,92.1,0.8,43.70845556,-79.27097739
148,Dante Alighieri Academy,785,82.2,0.6,92.6,0.6,43.71007742,-79.45836983
149,D'Arcy McGee C.S.,217,94.5,0,95.4,0,43.69225563,-79.44291158
150,David and Mary Thomson C.I.,937,87,1,94.7,1,43.75360656,-79.25957913
151,David Hornell Jr School,140,91.4,4.3,91.4,4.3,43.61933328,-79.48889366
152,David Lewis P.S.,344,95.1,0,95.9,0,43.80919671,-79.31788606
153,Davisville Jr P.S.,304,96.1,2,95.7,2,43.690769,-79.436797
154,Daystrom P.S.,235,96.6,0,98.3,0,43.74794693,-79.5469633
155,Deer Park Jr & Sr P.S.,404,91.6,3.2,94.1,3.2,43.68965195,-79.39155638
156,Delphi Secondary Alternative,84,79.8,3.6,94,3.6,43.79961824,-79.2779223
157,Delta Senior Alternative,60,88.3,10,88.3,10,43.65868159,-79.41884372
158,Denlow P.S.,259,96.5,3.1,96.5,2.7,43.74583949,-79.36422773
159,Dennis Avenue Community School,54,90.7,3.7,94.4,3.7,43.68441954,-79.48728632
160,Derrydown P.S.,231,94.8,2.2,94.8,2.2,43.75868993,-79.49371018
161,Dewson Street Jr P.S.,300,93.3,5.3,93.7,5.3,43.65654907,-79.42458469
162,Diefenbaker Elementary,247,91.9,4.5,94.7,4.5,43.69505953,-79.33214394
163,Dixon Grove JMS,594,89.9,0.3,93.9,0.3,43.68470917,-79.55595464
164,Don Mills C.I.,935,86.5,1.9,95.7,1.9,43.73595929,-79.33927715
165,Don Mills Middle School,409,88.8,2.4,93.4,2.4,43.73685277,-79.3404328
166,Don Valley Jr H.S.,363,92.6,0.6,96.4,0.6,43.78953291,-79.35496656
167,Donview Middle Health & Wellness Academy,356,85.4,1.7,92.4,1.7,43.76418772,-79.33143831
168,Donwood Park Jr P.S.,449,90.9,2.2,91.5,2.2,43.75697831,-79.26236511
169,Dorset Park P.S.,159,91.8,0.6,96.2,0.6,43.75021495,-79.27986197
170,Dovercourt P.S.,293,91.8,2.7,93.2,2.7,43.66673561,-79.43577895
171,Downsview P.S.,121,95.9,1.7,95,1.7,43.73111384,-79.4824358
172,Downsview S.S.,501,79.2,2,90.2,2,43.73039575,-79.47965761
173,Downtown Alternative School,66,92.4,6.1,90.9,6.1,43.64773613,-79.37041565
174,Downtown Vocal Music Academy of Toronto,47,87.2,6.4,89.4,6.4,43.65122054,-79.40263666
175,Dr Marion Hilliard Sr P.S.,269,89.6,1.5,96.3,1.5,43.80368608,-79.22482183
176,Dr Norman Bethune C.I.,932,90.1,0.2,98,0.2,43.81216214,-79.31942841
177,Drewry S.S.,49,81.6,2,89.8,2,43.78698147,-79.42121369
178,Driftwood P.S.,240,90.4,0.4,92.1,0.4,43.76255571,-79.51513769
179,Dublin Heights EMS,631,91,3.3,91.9,3.5,43.74909669,-79.44772492
180,Duke of Connaught Jr & Sr P.S.,695,94.2,3,96,3,43.66639455,-79.322043
181,Dundas Jr P.S.,206,95.1,2.4,94.2,2.4,43.66207775,-79.34868633
182,Dunlace P.S.,209,96.7,1.9,95.7,1.9,43.76245942,-79.37035733
183,Earl Beatty Jr & Sr P.S.,277,95.3,4.3,94.9,4.3,43.68601803,-79.32156563
184,Earl Grey Sr P.S.,452,89.6,2.4,96.7,2.4,43.67680529,-79.33992929
185,Earl Haig P.S.,372,94.4,2.4,96.8,2.4,43.68133145,-79.32125047
186,Earl Haig S.S.,1810,87.3,1.2,96.6,1.2,43.76953933,-79.4073635
187,East Alternative School of Toronto,62,91.9,3.2,96.8,3.2,43.67180637,-79.33847625
188,East York Alternative S.S.,60,90,0,100,0,43.69499136,-79.32529564
189,East York C.I.,1003,85.6,2.6,94.9,2.5,43.69450873,-79.32735334
190,Eastdale C.I.,95,84.2,1.1,96.8,1.1,43.66592657,-79.34881892
191,Eastview P.S.,226,86.3,0,89.4,0,43.75906266,-79.19133529
192,Eatonville Junior School,131,96.2,0,95.4,0,43.63830795,-79.56700242
193,Ecole elementaire Charles-Sauriol,205,84.9,0.5,86.8,0.5,43.66767367,-79.45534963
194,Ecole elementaire etienne-Brule,151,76.8,1.3,86.1,1.3,43.75221224,-79.37159325
195,Ecole elementaire Felix-Leclerc,124,79,5.6,80.6,5.6,43.68969312,-79.56144563
196,Ecole elementaire Gabrielle-Roy,159,85.5,2.5,85.5,2.5,43.656787,-79.372213
197,Ecole elementaire Jeanne-Lajoie,252,82.1,0.8,85.7,0.8,43.73449677,-79.32149457
198,Ecole elementaire La Mosaique,273,88.6,5.5,90.8,5.1,43.68733045,-79.33053499
199,Ecole elementaire Laure-Riese,174,78.7,3.4,78.2,3.4,43.82246261,-79.27742207
200,Ecole elementaire Mathieu-Da-Costai,102,76.5,0,85.3,0,43.71782794,-79.4755347
201,Ecole elementaire Micheline-Saint-Cyr,49,81.6,0,71.4,0,43.59021886,-79.54378099
202,Ecole elementaire Paul-Demers,66,53,1.5,60.6,1.5,43.79195184,-79.36734039
203,Ecole elementaire Pierre-Elliott-Trudeau,213,89.2,4.2,86.9,4.2,43.65199104,-79.41409749
204,Ecole elementaire Toronto Ouest,156,80.8,2.6,90.4,2.6,43.65238363,-79.44123542
205,Ecole Secondaire etienne-Brule,281,81.9,2.5,92.9,2.5,43.75221224,-79.37159325
206,Ecole Secondaire Toronto Ouest,153,85,2.6,92.8,2.6,43.65238363,-79.44123542
207,Edgewood P.S.,119,98.3,0,98.3,0,43.76630546,-79.26581203
208,EEC Du Sacre-Coeur-Toronto,69,88.4,0,89.9,0,43.66825375,-79.42226809
209,EEC Georges-etienne-Cartier,233,88.8,0.9,91,0.9,43.67790389,-79.31947311
210,EEC Notre-Dame-De-Grce - Toronto,105,85.7,1.9,86.7,1.9,43.67946894,-79.55953947
211,EEC Sainte-Madeleine,156,89.1,0.6,90.4,0.6,43.76196879,-79.32271315
212,EEC Sainte-Marguerite-D'Youville,215,87.4,3.7,86.5,3.7,43.636066,-79.505891
213,EEC Saint-Jean-De-Lalande,76,88.2,2.6,88.2,2.6,43.80475002,-79.26408826
214,EEC Saint-Michel-Toronto,100,87,1,90,1,43.77745328,-79.15700499
215,EEC Saint-Noel-Chabanel-Toronto,98,85.7,1,85.7,1,43.73677565,-79.56076094
216,Eglinton Jr P.S.,280,94.3,2.1,93.6,2.1,43.70790375,-79.39084683
217,EIC Monseigneur-De-Charbonnel,62,88.7,3.2,90.3,3.2,43.78698147,-79.42121369
218,EIC Pere-Philippe-Lamarche,74,93.2,0,93.2,0,43.73888853,-79.24070576
219,EIC Saint-Frere-Andre,74,87.8,4.1,87.8,4.1,43.65238363,-79.44123542
220,Elia Middle School,290,88.3,0.3,94.5,0.3,43.75379932,-79.49845831
221,Elizabeth Simcoe Jr P.S.,203,94.1,5.4,94.6,5.4,43.73815196,-79.20603487
222,Elkhorn P.S.,243,96.7,2.5,96.3,2.5,43.77121539,-79.38006244
223,Ellesmere-Statton P.S.,460,91.5,0.9,94.8,0.9,43.76362361,-79.287572
224,Elmbank JMA,245,95.1,2.4,95.5,2.4,43.7365019,-79.59004707
225,Elmlea Jr School,229,88.6,3.1,89.1,3.1,43.71562668,-79.55057615
226,Emery C.I.,484,85.5,1.2,93.8,1.2,43.74872271,-79.53955698
227,Emily Carr P.S.,229,96.9,1.3,97.4,1.3,43.80502239,-79.20693586
228,Epiphany of Our Lord Catholic Academy,141,81.6,0,86.5,0,43.7989581,-79.32894025
229,Equinox Holistic Alternative,132,78,22,78,22,43.67387327,-79.32307649
230,Ernest P.S.,69,95.7,1.4,91.3,1.4,43.79141547,-79.33738257
231,ESC Monseigneur-de-Charbonnel,140,81.4,2.1,96.4,2.1,43.78698147,-79.42121369
232,ESC Pere-Philippe-Lamarche,81,80.2,0,93.8,0,43.73888853,-79.24070576
233,ESC Saint-Frere-Andre,142,81,3.5,94.4,3.5,43.65238363,-79.44123542
234,Essex Jr & Sr P.S.,208,85.6,3.4,90.9,3.4,43.66825375,-79.42226809
235,Etienne Brule Jr School,105,96.2,2.9,94.3,2.9,43.63561874,-79.48968446
236,Etobicoke C.I.,957,86.4,1.8,96.6,1.8,43.6500842,-79.52229621
237,Etobicoke School of The Arts,929,80.1,4.3,93.4,4.3,43.63073221,-79.50414852
